"Term","Category Code","Category Name","Example Tweet Text"
"#visayanearthquake","T01","Caution, advice, warnings issued or lifted","Here's the complete story...  #Cebu #Bohol #VisayanEarthquake #EarthquakePH http://t.co/pG1xhfv3Cc"
"#visayasquake","T01","Caution, advice, warnings issued or lifted","HELP PRAY FOR BOHOL... SO HEARTBREAKING SEEING THE HISTORIC CHURCHES COLLAPSED! #earthquakePH #visayasQuake #Bohol http://t.co/bPoAdbUTUo"
"#waldocanyonfire","T01","Caution, advice, warnings issued or lifted","Too many CO Fires: #WaldoCanyonFire #HighParkFire #StatelineFire #TreasureFire #SpencerFire #WoodlandHeightsFire #LittleSandFire #WeberFire"
"#waldofire","T01","Caution, advice, warnings issued or lifted","#Evac beginning for all of #Loc ManitouSprings, incl/CrystalPark. Evacs will start N of ManitouAve #Src @EPCSheriff #WaldoFire"
"#weberfire","T01","Caution, advice, warnings issued or lifted","Too many CO Fires: #WaldoCanyonFire #HighParkFire #StatelineFire #TreasureFire #SpencerFire #WoodlandHeightsFire #LittleSandFire #WeberFire"
"#wildfire","T01","Caution, advice, warnings issued or lifted","100% of profits from these awesome tees benefit CO Red Cross &amp; Care and Share Food Bank: http://t.co/3v6tw16d - help victims of CO #Wildfire"
"#wildfire activity","T01","Caution, advice, warnings issued or lifted","Midwest: #Wildfire activity prompts evacs in #MO #wui http://t.co/zejTNJVf @danielg7 @oakfirescience"
"#wildfire can harm","T01","Caution, advice, warnings issued or lifted","RT @EPAgov: Smoke from #wildfire can harm #airquality, worsen breathing problems, even miles away. Check your air quality: http://t.co/T ..."
"#wildfire evacuations","T01","Caution, advice, warnings issued or lifted","Allstate customers under #wildfire evacuations: keep receipts for living expenses &amp; call your local agent or 800-ALLSTATE"
"#wildfires","T01","Caution, advice, warnings issued or lifted","RT @forecasternikki: Praying for those who are being affected by the #wildfires in #Colorado. #cowx"
"#woodlandheightsfire","T01","Caution, advice, warnings issued or lifted","Too many CO Fires: #WaldoCanyonFire #HighParkFire #StatelineFire #TreasureFire #SpencerFire #WoodlandHeightsFire #LittleSandFire #WeberFire"
"+{Number} acres now","T01","Caution, advice, warnings issued or lifted","RT @nonstopTLo: Fire burning down 6 different hillsides towards FtCollins. +36,000 acres now. Live briefing 7News@9:30. #HighParkFire ht ..."
"a {Number}.{Number} earthquake","T01","Caution, advice, warnings issued or lifted","A 7.2 EARTHQUAKE had struck Central Visayas, Philippines at 8:12 AM today, Oct. 15, 2013. It was indeed a massive one. More than last year."
"a {Number}.{Number} magnitude #earthquake","T01","Caution, advice, warnings issued or lifted","A 7.4 magnitude #earthquake has hit the southern #Philippines. There's no threat of a #tsunami."
"a {Number}.{Number} magnitude earthquake","T01","Caution, advice, warnings issued or lifted","RT @EXOseoul: [Admin Lou] A 7.2 magnitude earthquake just hit my country, the Philippines (specifically central PH) this (cont) http://t.co…"
"a {Number}.{Number} magnitude earthquake has struck","T01","Caution, advice, warnings issued or lifted","Earthquake strikes tourist islands in central Philippines: A 7.2 magnitude earthquake has struck the central P... http://t.co/n7E6kqfZnj"
"a {Number}.{Number} magnitude earthquake hits","T01","Caution, advice, warnings issued or lifted","@IFreakSelena Philippines Earthquake: At Least 20 Dead: A 7.1 magnitude earthquake hits Cebu, the economic and political hu...  @deadmau5"
"a {Number}.{Number}-magnitude","T01","Caution, advice, warnings issued or lifted","Death toll in Philippines quake jumps to 85: CEBU, Philippines (AP) - The death toll from a 7.2-magnitude... http://t.co/lPdcJvuxNw"
"a {Number}.{Number}-magnitude earthquake","T01","Caution, advice, warnings issued or lifted","RT @cnni: A 7.2-magnitude earthquake has struck in the southeastern Philippines, the U.S. Geological Survey says. http://t.co/3jwtWsTrP9"
"a {Number}.{Number}-magnitude earthquake struck","T01","Caution, advice, warnings issued or lifted","RT @BreakingPHXNews: 7.2 quake hits central Philippines: A 7.2-magnitude earthquake struck in the central Philippines on Tuesday... http://…"
"a {Number}.{Number}-magnitude quake","T01","Caution, advice, warnings issued or lifted","RT @AP: BREAKING: Radio reports say a 7.2-magnitude quake has killed at least 4 people in central Philippines"
"a big earthquake","T01","Caution, advice, warnings issued or lifted","RT @ELF_thoughts: There's been a big earthquake in the Philippines. Hope everyone is safe #ELFthoughts"
"a blast","T01","Caution, advice, warnings issued or lifted","DTN Brazil: Fire-hit Venezuela plant reopens: Venezuela's largest oil refinery resumes production after a blast ... http://t.co/zrKdHtUw"
"a blaze","T01","Caution, advice, warnings issued or lifted","Top Story: Kenya says airport blaze not terrorism: Kenya ruled out terrorism after a blaze left... http://t.co/QjghnctIx5 #ERMmedia @CNN"
"a burning smell around orchard road","T01","Caution, advice, warnings issued or lifted","RT @ChannelNewsAsia: #SGHaze: PSI is 122 as of 10pm. Chris Teo sent this pic saying there is a burning smell around Orchard Road http://t.c…"
"a deadly explosion","T01","Caution, advice, warnings issued or lifted","A day after a deadly explosion at a Texas fertilizer plant, the Government Accountability Office issued a report finding that some states.."
"a devastating earthquake","T01","Caution, advice, warnings issued or lifted","Crews Begin Quake Cleanup in the Philippines: Rescue crews began cleanup efforts after a devastating earthquake... http://t.co/qSuHEz4eG8"
"a disaster","T01","Caution, advice, warnings issued or lifted","RT @ACPMH: Check out @beyondblue looking after yourself and your family after a disaster booklet http://t.co/zjeViQTr  #bigwet #qldflood ..."
"a fertilizer plant explosion","T01","Caution, advice, warnings issued or lifted","On @8NewsNOW at 4am, as many as 15 people are dead after a fertilizer plant explosion near Waco, TX. We'll have the latest from West, TX."
"a fierce wildfire","T01","Caution, advice, warnings issued or lifted","Colorado fire claims first victim, ranks as state's most destructive: A fierce wildfire tha... http://t.co/Rn0idSiJ #followme for  #news"
"a fiery explosion","T01","Caution, advice, warnings issued or lifted","Texas plant explosion: A day after a fiery explosion ripped through the heart of a close-knit central Texas to... http://t.co/9hbYbMcwwm"
"a fire","T01","Caution, advice, warnings issued or lifted","RT @ABC7Chicago: A tragic story out of #Brazil: at least 245 people are dead after a fire broke out in a nightclub. http://t.co/SXUMmyyu"
"a frightening scene","T01","Caution, advice, warnings issued or lifted","RT @richarddeitsch: A frightening scene in Colorado Springs. MT @sharapovasthigh That is the Air Force football stadium at the bottom: h ..."
"a grassfire","T01","Caution, advice, warnings issued or lifted","@702sydney: Fire crews are checking car fuel tanks after a grassfire spread to the carpark of Sydney's Olympic Aquatic Centre #TooClose"
"a gunman","T01","Caution, advice, warnings issued or lifted","LAX Shooting -- VIDEO Shows Chaos, Panic: Panic and chaos erupted after a gunman opened fire at L.A. International Airport ... and th..."
"a high flood peak","T01","Caution, advice, warnings issued or lifted","Islamabad: PDMA #Sindh says a high flood peak would pass through #KotriBarrage in next twelve hours - @NEWSFolders #Pakistan"
"a long night aftershocks","T01","Caution, advice, warnings issued or lifted","guys if you read this please #PrayForVisayas it's going to be a long night aftershocks keep on coming, and getting stronger :(("
"a magnitude","T01","Caution, advice, warnings issued or lifted","RT @an_news: Tsunami warning issued for the South Pacific after a magnitude 8.0 quake struck off the Solomon Islands. More here: http:// ..."
"a magnitude-{Number}.{Number} earthquake","T01","Caution, advice, warnings issued or lifted","7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,... http://t.co/5a2SG6gu3S"
"a magnitude-{Number}.{Number} earthquake struck","T01","Caution, advice, warnings issued or lifted","Major quake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday, th... http://t.co/A6dMijPDyv"
"a major {Number}.{Number} earthquake","T01","Caution, advice, warnings issued or lifted","*PHILIPPINES had a Major 7.2 Earthquake, with thousands (killed/ injured &amp; homeless) roads (destroyed) across all of Bahol.  Needs US Help"
"a major #ph earthquake","T01","Caution, advice, warnings issued or lifted","RT @erictayagSays: #bohol earthquake emerging as a major #ph earthquake Let us pray many lives were spared Let us take stock how to respond…"
"a major disaster","T01","Caution, advice, warnings issued or lifted","After a major disaster like this it's not fair to call it looting. Most of these people are scavenging for survival. #TyphoonHaiyan"
"a major earthquake","T01","Caution, advice, warnings issued or lifted","RT @LatestAusNews 7.2 magnitude quake strikes Philippines:      A major earthquake has struck near ... http://t.co/Apmf4FWv95"
"a massive {Number}","T01","Caution, advice, warnings issued or lifted","A 7.2 EARTHQUAKE had struck Central Visayas, Philippines at 8:12 AM today, Oct. 15, 2013. It was indeed a massive one. More than last year."
"a massive wildfile","T01","Caution, advice, warnings issued or lifted","9 Shocking Twitter Pictures From the Colorado Springs Wildfire:  A massive wildfile raging just outside of Color... http://t.co/YdF3FwI5"
"a plant explosion","T01","Caution, advice, warnings issued or lifted","RT @KRLD: Students in #West head back to school, less than a week after a plant explosion nearly leveled the town http://t.co/Z09QnY2esq #W…"
"a quake","T01","Caution, advice, warnings issued or lifted","Just read reports on a quake in Philippines a church breaking down in cebu.. @triciangeli hope all is well dear ??"
"a runaway train carrying light crude oil","T01","Caution, advice, warnings issued or lifted","More dead expected to be found after a runaway train carrying light crude oil exploded in the Canada. http://t.co/ukXaEToH8v"
"a shooting","T01","Caution, advice, warnings issued or lifted","Witness: Mayhem: An eyewitness describes the scene after a shooting inside Los Angeles International Airport.       http://t.co/5u94vNEq6O"
"a spectacular meteor blast","T01","Caution, advice, warnings issued or lifted","RT @JohnRMurphy: Looks interesting: Russia starts meteor clean-up: A day after a spectacular meteor blast shook Russia's Urals re... htt ..."
"a strong {Number}.{Number}-magnitude earthquake","T01","Caution, advice, warnings issued or lifted","russia today: 7.2 quake hits southern Philippines: A strong 7.2-magnitude earthquake rocked souther... http://t.co/ZTU5FwO9Sn #albarjeel"
"a strong aftershock rattled","T01","Caution, advice, warnings issued or lifted","Aftershocks hamper relief in tsunami-hit Solomons: SYDNEY (AP) — A strong aftershock rattled the Solomon Islands... http://t.co/GQizUT5Q"
"a strong earthquake","T01","Caution, advice, warnings issued or lifted","#PrayForVisayas guys this where i am from and a strong earthquake destroyed tons of infrastructures &amp; killed so many innocent lives :("
"a stubborn and towering wildfire","T01","Caution, advice, warnings issued or lifted","Boulder Colorado Fire: Boulder Colorado Fire, A stubborn and towering wildfire jumped firefighters&amp;#8217; perimeter... http://t.co/HB9EvJD6"
"a temblor","T01","Caution, advice, warnings issued or lifted","RT @AP: A major earthquake hits southwest Pakistan days after a temblor in the same area left hundreds dead: lwhttp://apne.ws/15ASv8 -BW"
"a terrible news","T01","Caution, advice, warnings issued or lifted","Woke up to a terrible news :( Bohol experienced strong earthquake. Gosh be alert and stay safe to all our kababayan there. #PrayForBohol"
"a terrible train accident","T01","Caution, advice, warnings issued or lifted","After a terrible train accident last night, this was the line to donate blood at 2am in Santiago de Compostela,... http://t.co/ErHEaxhTrK"
"a very strong #earthquake","T01","Caution, advice, warnings issued or lifted","RT @sunstarcebu: Cebuanos woke up to a very strong #earthquake a few minutes past 8 a.m. today. #Cebu http://t.co/tgGHIQNF39"
"a very strong #earthquake","T01","Caution, advice, warnings issued or lifted","RT @sunstarcebu: Cebuanos woke up to a very strong #earthquake a few minutes past 8 a.m. today. #Cebu http://t.co/tgGHIQNF39"
"about {Number} minutes ago","T01","Caution, advice, warnings issued or lifted","RT @1DInfectionMNL: There's an 7.2 magnitude earthquake in the Philippines, specifically Cebu and Bohol, about 5 minutes ago. -A"
"activated","T01","Caution, advice, warnings issued or lifted","RT @CopernicusEU: The #Copernicus Emergency service has just been activated for the flooding in Sardinia. http://t.co/XounyEHK6c"
"active volcano","T01","Caution, advice, warnings issued or lifted","So there's an active volcano.. That explains the earthquake #PrayForBohol"
"advice about prepping for a fire","T01","Caution, advice, warnings issued or lifted","#HighParkFire info on #LarimerCounty webpage. A lot of advice about prepping for a fire, safety lists, evacuation checklists, structure maps"
"affected areas","T01","Caution, advice, warnings issued or lifted","@nababaha Hindi po ako masyado nanonood ng news. Paupdate naman po sa #PabloPH. Babalik nga po ba talaga sa PH? How long &amp; affected areas?"
"affected clients","T01","Caution, advice, warnings issued or lifted","RT @cityofcalgary: .@nenshi The Calgary Drop-In Centre re-opened &amp; affected clients were brought back this afternoon #yycflood"
"after #earthquake","T01","Caution, advice, warnings issued or lifted","@ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas http://t.co/YZbm2c50tcawwwww :&lt;"
"after the earthquake","T01","Caution, advice, warnings issued or lifted","my dads so worried about his mama and fam in the philippines after the earthquake, trying to talk to anyone up there to see if their okay."
"aftershock experience at {Number}:{Number}","T01","Caution, advice, warnings issued or lifted","RT @philredcross: Aftershock experience at 2:42am #Cebu #LapuLapu"
"aftershocks","T01","Caution, advice, warnings issued or lifted","Aftershocks is so consistent! 6x? agad! Let's include them in our prayers. #PrayForVisayas #earthquakePH http://t.co/nbql8tSzWg"
